Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,cleaned_reviewText,sentiment_scores,compound_score,processed_reviewText,compound,pos,neg,neu
1192,Dave Junia Lum,5.0,"Bought it when the price was low. Excellent value. Good transfer speeds and worked on my phone, camera and other devices as well.",2013-07-18,508,0,0,0,bought price low excellent value good transfer speeds worked phone camera devices well,"{'neg': 0.099, 'neu': 0.377, 'pos': 0.524, 'compound': 0.8402}",0.8402,bought price low excellent value good transfer speeds worked camera devices well,0.8402,0.55,0.104,0.347
1193,Dave P,5.0,I use these for local backup (I have 2 for redundancy). I've had no problems on any of my systems.,2013-04-15,602,0,0,0,use local backup redundancy ive problems systems,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,use local backup redundancy ive no problems systems,0.3089,0.244,0.0,0.756
1194,Dave S,5.0,Added it to my Samsung Note ll and now I have 80 gigs of storage. I have everything in there that was on my other phone and I have only used 5% of my capacity.,2012-12-25,713,0,0,0,added samsung note gigs storage everything phone used capacity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,added note gigs storage everything used capacity,0.0,0.0,0.0,1.0
1195,"Dave ""Sonic""",5.0,"Great card, great price...can't really beat SanDisk. The brand has never let me down and is well built.  I use this on a Mobius Action Camera and it works wonders.  It also has worked well on my GoPro Hero3+ Silver.",2014-10-07,62,0,0,0,great card great pricecant really beat sandisk brand never let well built use mobius action camera works wonders also worked well gopro hero silver,"{'neg': 0.052, 'neu': 0.547, 'pos': 0.4, 'compound': 0.9199}",0.9199,great great pricecant really beat brand never let well built use mobius action camera works wonders also worked well gopro hero silver,0.9199,0.425,0.055,0.52
1196,Dave Spangler,5.0,Quick initial test with multiple settings from 30p 1080 to 4K 15p recordings successful.Haven't done long recording field use in warm locations yet.,2014-02-21,290,0,0,0,quick initial test multiple settings p k p recordings successfulhavent done long recording field use warm locations yet,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2263}",0.2263,quick initial test multiple settings p k p recordings successfulhavent done long recording field use warm locations yet,0.2263,0.101,0.0,0.899
1197,Dave Thelwell jr,5.0,"Very fast sd card, I really use it for emulators on the Nvidia Shield and it does the job right. I have no complaints everything is in order and i would recommend.",2014-09-04,95,0,0,0,fast sd card really use emulators nvidia shield job right complaints everything order would recommend,"{'neg': 0.148, 'neu': 0.714, 'pos': 0.137, 'compound': -0.0516}",-0.0516,fast really use emulators nvidia shield job right no complaints everything order would recommend,0.5801,0.284,0.0,0.716
1198,"Davey B. ""Gadget Geek""",5.0,"I bought this card because I have several devices that use microSD cards, but not all of them are compatible with the newer and higher-capacity SDXC standard. For SDHC memory cards, 32GB is the largest size available under that technology standard, so I went with this one from Sandisk. That way I didn't have to worry about compatibility issues with any of my devices. I've used Sandisk memory products for a number of years along with many other brands, and I've always had good results from them. I'm happy to say that my experience with this card echoes that of 5,000+ other Amazon users; it's been rock steady, reliable with larger file transfers (several 2GB+ movies at a time), and performed as quickly as I'd hoped for a Class 10 card in regards to its read/write times.Aside from the existing reviews and my previous experiences with Sandisk products, I also picked up this particular card due to its UHS-1 compliance. I don't currently have any UHS-1 devices that can take advantage of the increased speed, but for the negligible cost difference, it just made sense. Standards and technology update so fast these days; any future-proofing a product can provide to extend its usable life is always appreciated.",2013-11-21,382,1,0,1,bought card several devices use microsd cards compatible newer highercapacity sdxc standard sdhc memory cards gb largest size available technology standard went one sandisk way didnt worry compatibility issues devices ive used sandisk memory products number years along many brands ive always good results im happy say experience card echoes amazon users rock steady reliable larger file transfers several gb movies time performed quickly id hoped class card regards readwrite timesaside existing reviews previous experiences sandisk products also picked particular card due uhs compliance dont currently uhs devices take advantage increased speed negligible cost difference made sense standards technology update fast days futureproofing product provide extend usable life always appreciated,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.9623}",0.9623,bought several devices use microsd not compatible newer highercapacity sdxc standard sdhc largest size available technology standard went way didnt worry compatibility issues devices ive used products number years along many brands ive always good results im happy say experience echoes amazon users rock steady reliable larger file transfers several movies time performed quickly id hoped regards readwrite timesaside existing reviews previous experiences products also picked particular due uhs compliance dont currently uhs devices take advantage increased negligible cost difference made sense standards technology update fast days futureproofing product provide extend usable life always appreciated,0.9623,0.218,0.0,0.782
1199,daveyboy7,5.0,Works perfectly in my 738 Samsung. Phone is only USB 2 so I don't know if you really need such a fast mem chip. Can get a lot of stuff into 32 gb. I use for Movies for when I am on the train and don't want to waste my data streaming from the cloud.,2014-04-28,224,0,0,0,works perfectly samsung phone usb dont know really need fast mem chip get lot stuff gb use movies train dont want waste data streaming cloud,"{'neg': 0.041, 'neu': 0.739, 'pos': 0.22, 'compound': 0.7438}",0.7438,works perfectly usb dont know really need fast mem chip get lot stuff use movies train dont want waste data streaming cloud,0.7438,0.244,0.046,0.71
1200,David A. Thomas,4.0,"I got this for my Galaxy Note 3, as it accepts add on storage.  Works perfectly, and I use it to store all my music and files so I dont junk up the phones memory.",2013-10-31,403,0,0,0,got galaxy note accepts add storage works perfectly use store music files dont junk phones memory,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.7579}",0.7579,got note accepts add storage works perfectly use store music files dont junk phones,0.7579,0.351,0.0,0.649
1201,david bailey,5.0,"needed more room on the phone and I picked this card up. Popped it in and let the phone format it, works just fine. Specs say that this phone max out with 32 GB card but that's just not true.  Really glad I got this card, it's fast so when I am taking photo's in burst mode it moves every one.... Not missing out on photo's due to a slow card.",2012-12-12,726,1,0,1,needed room phone picked card popped let phone format works fine specs say phone max gb card thats true really glad got card fast taking photos burst mode moves every one missing photos due slow card,"{'neg': 0.052, 'neu': 0.76, 'pos': 0.188, 'compound': 0.6901}",0.6901,needed room picked popped let works fine specs say max thats not true really glad got fast taking photos burst mode moves every not missing photos due slow,-0.3271,0.113,0.154,0.734
1202,DavidB,5.0,SANDISK is a good brand for me and this just worked.  Cant really ask much more of it than that!,2013-09-19,445,0,0,0,sandisk good brand worked cant really ask much,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,good brand worked cant really ask much,0.4404,0.326,0.0,0.674
1203,David B. Horvath,5.0,"I had problems using the chip in the reader built into my laptop. It seemed to only want to format up to 32Gb. When I plugged it into my phone, I could format at 64 Gb but then the laptop reader saw it as empty. When I used a USB reader, then the laptop could read it just fine.I was able to copy the 4Gb of data from my old microSD to this chip and have not had any problems with it yet.",2013-07-26,500,0,0,0,problems using chip reader built laptop seemed want format gb plugged phone could format gb laptop reader saw empty used usb reader laptop could read finei able copy gb data old microsd chip problems yet,"{'neg': 0.182, 'neu': 0.785, 'pos': 0.033, 'compound': -0.7096}",-0.7096,problems using chip reader built laptop seemed want plugged could laptop reader saw empty used usb reader laptop could read finei able copy data old microsd chip not problems yet,-0.2363,0.104,0.132,0.763
1204,David Crumpton,5.0,So far so good - boosts my table storage big time - now I can keep all my pics and music with me all the time - price and promptness was awesome,2013-06-24,532,0,0,0,far good boosts table storage big time keep pics music time price promptness awesome,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.8519}",0.8519,far good boosts table storage big time keep pics music time price promptness awesome,0.8519,0.458,0.0,0.542
1205,"David Cummings ""indian1301""",5.0,"I use this in my camera and it worked initially, but would periodically have it create a bad image file and none of the pictures I took further in that session would remain.  I went to the camera options, reformatted the card, and it's worked perfect ever since so far with over 1000 pictures.",2013-08-17,478,0,0,0,use camera worked initially would periodically create bad image file none pictures took session would remain went camera options reformatted card worked perfect ever since far pictures,"{'neg': 0.105, 'neu': 0.721, 'pos': 0.174, 'compound': 0.3182}",0.3182,use camera worked initially would periodically create bad image file none pictures took session would remain went camera options reformatted worked perfect ever since far pictures,0.3182,0.18,0.108,0.712
1206,"David ""Dave""",2.0,"This is called &#34;Class 10&#34;, so I ordered it, figuring it would have useable speed. I plugged it in to copy about 9GB of program installation files. I was totally dumbfounded that it took about 3 hours to copy those files onto this &#34;Ultra&#34; &#34;Class 10&#34; SDXC card. (9GB on my super-slow, super-cheap plastic school-kid USB thumb drive takes less than 10 minutes.) So then I tested it on various known computers with typical raw and JPG picture files. Read speeds ranged from 15-25MB/s, while write speeds ranged from 4-8MB/sec for big files, and below 1MB/sec for small files. This is what I would call largely unusable. VERY disappointing.",2013-03-28,620,0,0,0,called class ordered figuring would useable speed plugged copy gb program installation files totally dumbfounded took hours copy files onto ultra class sdxc card gb superslow supercheap plastic schoolkid usb thumb drive takes less minutes tested various known computers typical raw jpg picture files read speeds ranged mbs write speeds ranged mbsec big files mbsec small files would call largely unusable disappointing,"{'neg': 0.092, 'neu': 0.908, 'pos': 0.0, 'compound': -0.7264}",-0.7264,called ordered figuring would useable plugged copy program installation files totally dumbfounded took hours copy files onto ultra sdxc superslow supercheap plastic schoolkid usb thumb drive takes less minutes tested various known computers typical raw jpg picture files read speeds ranged write speeds ranged mbsec big files mbsec small files would call largely unusable disappointing,-0.7264,0.0,0.103,0.897
